Acids - Resin,3806
Oil - Rosin,3806
Resin acids,3806
Rosin,3806
Brewers' pitch,3807
Cade oil,3807
Oil - Wood tar,3807
"Pitch, vegetable",3807
Vegetable pitch,3807
"Wood - Tar, creosote or naphtha",3807
Anti-sprouting products,3808
"Candles, sulphur",3808
"Dips, sheep and cattle",3808
Disinfectants,3808
Fly papers,3808
Fungicides,3808
Herbicides,3808
Insecticides,3808
Plant-growth regulators,3808
Poisons,3808
Rat poisons,3808
"Sulphur - Candles, bands and wicks",3808
Weed-killers (herbicides),3808
"Wicks, sulphur-treated",3808
"Dressings - For textiles, paper or leather",3809
Flame-retardant preparations,3809
"Mordants, prepared",3809
Sizing additives and agents,3809
Stiffening agents,3809
Waterproofing agents for leather,3809
Water-repellent agents,3809
Brazing powders and pastes,3810
Coating preparations,3810
"Flux, soldering, etc",3810
Pickling preparations for metal surfaces,3810
Welding flux etc,3810
"Additives for minerals oils, prepared",3811
Anti-icing preparations,3811
Anti-knock preparations,3811
"Gum inhibitors, prepared, for mineral oils",3811
"Inhibitors, gum, prepared, for mineral oils",3811
"Inhibitors, oxidation, prepared, for mineral oils",3811
"Oil - Additives, prepared",3811
Rust preventatives,3811
Viscosity improvers,3811
Accelerators - rubber,3812
"Rubber - Accelerators, prepared",3812
Plasticisers,"3812, 3823"
Fire extinguishers preparations and charges,3813
"Fire extinguishing grenades, charged",3813
Paint removers,3814
"Solvents, composite, organic for varnish, etc",3814
"Thinners, composite, organic for varnish, etc",3814
Accelerators - reaction,3815
Catalytic preparations for chemical processes,3815
Reaction initiators and accelerators forchemical processes,3815
"Concretes and cements, refractory",3816
Refractory cements or mortars,3816
Silicon alloys and products (including transistors),"3818, 3824, 72, 8541"
Anti-freezing preparations,3820
De-icing fluids,3820
Culture media; prepared,3821
Reagents - Diagnostic or laboratory,3822
Acid oil,3823
"Acid, oleic, crude",3823
"Acids - Fatty, industrial monocarboxylic",3823
"Alcohols - Fatty, industrial",3823
"Fatty acids, industrial monocarboxylic",3823
"Fatty alcohols, industrial",3823
Oil - Acid,3823
Oleic acid - Industrial (olein),3823
Stearic acid - Industrial,3823
"Tall oil, fatty acid",3823
Accumulator preparations based on cadmium oxide or nickel hydroxide,3824
Acids - Naphthenic,3824
"Additives, cement waterproofing",3824
Alkaline iron oxide (for gas purification),3824
Ammoniacal gas liquors,3824
Anti-scaling compounds,3824
"Bauxite, calcined (refractory grade)",3824
"Calcined bauxite, refractory grade",3824
Calcium citrate (crude),3824
Calcium tartrate (crude),3824
Ceramic firing testers (fusible),3824
"Concretes, ready to pour, non-refractory",3824
Correcting fluids,3824
"Extenders, compounded, for paints",3824
Foundry core binders prepared,3824
Gelatin copying pastes,3824
Getters for vacuum tubes,3824
Oil - Fusel,3824
Petroleum - Sulphonates (not water soluble),3824
Pyrolignites,3824
Saccharin - Preparations - Containing substances other thanfoodstuffs,3824
Seger cones,3824
Sorbitol - Other,3824
Spent oxide,3824
Stencil correctors (retail),3824
Waterproofing additives for cement,3824
Waterproofing preparations or cements (etc),3824
Ion exchangers,"3824, 3914"
Clinical waste,3825
Municipal waste,3825
Waste - Clinical,3825
"Monofil, plastic","39, 5402, 5403, 5404, 5405"
Polyethylene (polythene),3901
"Polypropylene, in primary forms",3902
"Polystyrene, in primary forms",3903
"Polytetrafluoroethylene, in primary forms",3904
"Polyvinyl chloride (PVC), in primary forms",3904
"Polyvinylidene chloride, in primary forms",3904
"Polyvinyl acetate, in primary forms",3905
Acrylic polymers,3906
Acrylonitrile-butadiene-styrene (ABS),3906
"Polyacrylics and polymethacrylics, in primary forms",3906
Alkyd resins,3907
Epoxide resins,3907
Polyacetals,3907
"Polycarbonates, in primary forms",3907
"Polyesters, in primary forms",3907
"Polyethylene terephthalate, in primary forms",3907
"Polyamides, in primary forms",3908
Nylon,"3908, 54"
Amino-resins,3909
Phenolic resins,3909
"Polyurethanes, in primary forms",3909
Silicones in primary forms,3910
"Cellulose acetate (including triacetate), in primary forms",3912
Ethylcellulose in primary forms,3912
Nitrocellulose,3912
Acids - Alginic,3913
Acids - Alginic,3913
"Casein, hardened, in primary forms",3913
Chitin,3913
"Gelatin, hardened, in primary form",3913
"Proteins - Hardened, in primary forms",3913
Plastics - Rods and profiles,3916
Profiles - Plastics,3916
Rods - Plastics,3916
"Casings, sausage, of plastics",3917
"Fittings, pipe or tube - Plastics",3917
"Hosepiping, plastic",3917
Pipe fittings - Plastics,3917
Pipes - Plastics,3917
Plastics - Pipes and fittings,3917
Sausage casings of plastics,3917
"Tubes, plastics",3917
Ceiling tiles of plastics,3918
"Floor coverings, plastics",3918
Plastics - Floor coverings,3918
"Plastics - Wall coverings backed, but not paper backed",3918
"Tiles - Flooring, plastics",3918
Vinyl wall coverings (not paper backed),3918
"Wall coverings - Of plastic (backed, but not with paper)",3918
"Sheets, plastics","3918, 3919, 3920, 3921"
"Adhesive tape - Of plastics, self-adhesive",3919
"Plastics - Self-adhesive strip, etc",3919
"Tape - Self-adhesive, of plastics",3919
"Film base, polyester","3919, 3920, 3921"
"Film, plastics","3919, 3920, 3921"
Regenerated cellulose sheets,"3919, 3920, 3921"
Strip - Plastics,"3919, 3920, 3921"
Carbon film (plastics),3920
Celluloid sheets,3920
"Cellulose, regenerated, sheets",3920
"Film base, plastics",3920
Polypropylene carbon copying film,3920
Transparent wrapping (cellulose),3920
Wrapping - Cling film,3920
"Adhesive tape - Of plastics, non self-adhesive","3920, 3921"
"Plastics - Plates, sheet, film, foil strip","3920, 3921"
"Belts and belting, transmission or conveyor - Plastics","3920, 3921, 3926"
Tarpaulins - Plastics,"3920, 3921, 3926"
"Tiles - Ceiling, plastics","3920, 3926"
Expanded polystyrene sheets,3921
Expanded vinyls,3921
Laminated plastics,3921
Baths of plastics,3922
Bidets - plastics,3922
"Cisterns, flushing, plastic",3922
Lavatory covers and seats (plastic),3922
Lavatory pans (plastic),3922
Plastics - Baths,3922
Sanitary ware - Plastics,3922
Sinks - Plastics,3922
Wash basins - Plastics,3922
WC seats of plastics,3922
"Bags, of plastic sheeting, for packing of goods (without handles)",3923
"Bags, of plastic sheeting, with handles, not designed for prolonged used",3923
Bottles - Plastic,3923
"Carboys, plastic",3923
Casks - Plastic,3923
"Cups, plastic (vending)",3923
"Flagons, plastic",3923
"Jars, plastics",3923
Plastics - Bags and sacks (non-woven),3923
Plastics - Bottles,3923
Plastics - Carrier bags,3923
Sacks (non-woven) plastic,3923
"Spools for film, tape, etc, of plastics",3923
Pots of plastics,"3923, 3924, 3926"
Shopping bags,"3923, 4202"
"Cups, plastic (other)",3924
"Kitchenware, plastics",3924
Plastics - Household articles,3924
Sponges - Plastics,3924
"Tableware, plastics",3924
Trays - For domestic use - Plastics,3924
Luncheon boxes,"3924, 7323"
Balustrades - plastic,3925
Blinds - plastics,3925
"Doors and door frames, plastic",3925
Gutters - Plastics,3925
Plastics - Builders' ware,3925
Apparel - Clothing - Plastics,3926
Coat hangers - Plastics,3926
"Erasers, plastic",3926
Folders - Plastics,3926
Gloves - of plastics,3926
Knitting needles - Of plastics,3926
Life jackets - Plastics covered,3926
Luggage label-holders (plastic),3926
Motor vehicle parts and accessories - Coachwork fittings of plastics,3926
Pallets - Of plastics,3926
Paperweights -plastics,3926
"Pneumatic mattresses, textile - plastic",3926
Raincoats - plastic,3926
Reading jackets (for books) of plastic,3926
Stencils (plastic),3926
Trays - For office use - Plastics,3926
Trophies - plastic,3926
Watch - Glasses of plastics,3926
Condoms,"3926, 4014"
Golf club head covers,"3926, 6307"
Tennis racket head covers,"3926, 6307"
Balata,4001
Gutta-percha,4001
Rubber - Balata,4001
Rubber - Gutta-percha,4001
"Rubber - Natural, raw",4001
"Rubber - Raw, natural",4001
"Rubber - Latex, natural","4001, 4005"
Factice derived from oils,4002
"Rubber - Raw, synthetic",4002
"Rubber - Synthetic, raw",4002
Styrene butadiene rubber,4002
Synthetic rubber,4002
"Rubber - Latex, synthetic","4002, 4005"
Rubber - Reclaimed,4003
Rubber - Parings,4004
Rubber - Scrap,"4004, 4017"
Rubber - Waste,"4004, 4017"
"Dispersions, rubber",4005
"Masterbatch, synthetic rubber",4005
Rubber - Dispersions,4005
Rubber - Masterbatch,4005
Rubber - Solutions,4005
"Rubber - Plates, sheets or strip","4005, 4008, 4017"
"Sheets, rubber","4005, 4008, 4017"
Strip - Rubber,"4005, 4008, 4017"
Camelback (tyre retreading),4006
"Tyre repair materials, rubber (“camel-back"")",4006
Rubber - Thread,"4006, 4007"
Rods - Rubber,"4006, 4008, 4017"
Rubber - Rods,"4006, 4008, 4017"
"Cord, rubber, vulcanised",4007
Elastic (rubber) thread - Other,4007
"Rubber - Cord, vulcanised",4007
"Carpet underlay, rubber",4008
"Flooring, rubber, in the piece",4008
"Hospital sheeting, rubber",4008
"Rubber - Carpet, underlay",4008
Rubber - Flooring and tiles,4008
Mats and matting - Of rubber,"4008, 4016"
"Printers' blankets, rubber","4008, 4016"
Rubber - Mats and matting,"4008, 4016"
Tiles - Rubber,"4008, 4016"
Rubber - Profile shapes,"4008, 4017"
"Hosepiping, rubber",4009
"Motor vehicle parts and accessories - Hoses, rubber",4009
"Piping, rubber",4009
Rubber - Hosepiping,4009
Rubber - Piping and tubing,4009
Rubber - Roller covering for machinery,4009
"Suction hose, rubber",4009
"Wire braided, hose, rubber",4009
"Belts and belting, transmission or conveyor - Rubber and rubber/textile combinations",4010
"Fan belts, rubber (motor vehicle)",4010
"Motor vehicle parts and accessories - Fan belts, rubber",4010
"Rubber - Belts and belting, conveyor, elevator, machinery or transmission",4010
"V-belts, rubber",4010
"Motor vehicle parts and accessories - Tyres, rubber","4011, 4012"
Rubber - Tyres,"4011, 4012"
"Tyres, rubber","4011, 4012"
Retreaded tyres,4012
"Treads, rubber tyre, interchangeable",4012
"Inner tubes, rubber",4013
Rubber - Inner tubes,4013
"Tubes, other kinds - Inner, rubber",4013
Contraceptives - sheath,4014
"Hot water bottles, rubber",4014
Nipple shields,4014
"Pacifiers, rubber",4014
Rubber - Hot-water bottles,4014
Rubber - Hygienic and pharmaceutical articles,4014
"Sheath, contraceptives, rubber",4014
"Teats, rubber",4014
Syringes,"4014, 7017, 8424, 9018"
Apparel - Clothing - Rubber,4015
Gloves - of rubber,4015
Rubber - Apparel,4015
Rubber - Gloves,4015
Shoulder pads,"4015, 6117, 6217"
Corset-belts,"4015, 6212"
"Bands, rubber (eg office equipment)",4016
"Erasers, rubber",4016
"Motor vehicle parts and accessories - Seals, rubber",4016
Oil seals - Rubber,4016
"Pneumatic mattresses, textile - rubber",4016
Rotors - pump rotors,4016
Rubber - Inflatable goods,4016
"Rubber - Seals, fluid and oil",4016
Rubber - Stationery requisites,4016
"Seals, rubber",4016
"Ebonite, and articles of",4017
Rubber - Ebonite,4017
Rubber - Hard (ebonite and vulcanite),4017
Rubber - Vulcanite,4017
"Tubes, other kinds - Ebonite",4017
Vulcanite,4017
"Skins - Other, raw","4101, 4103, 4202"
"Hides, raw","4102, 4103, 4104"
"Lamb skins, raw","4102, 4301"
"Leather - Bovine leather, dressed and undressed",4104
"Leather - Box calf leather, dressed and undressed",4104
"Leather - Equine leather, dressed and undressed",4104
Leather - Upholstery leather,4104
Leather - Waste leather,4104
Leather - Parchment dressed leather,"4104, 4105, 4106, 4107"
"Leather - Of bovine or equine animals, without hair on, other than leather","4104, 4114"
Leather - Sheep and lamb skin leather,4105
Leather - Goat and kid skin leather,4106
Leather - Suede kid,4106
"Leather - Goat or kid skin, without hair on, other than leather","4106, 4114"
Leather - Pigskin leather,4107
Leather - Reptile leather,4107
"Leather - Goat or kid skin, without hair on, other than leather - of other animals, without hair on, other than leather","4107, 4114"
Leather - Composition leather,4111
Chamois,4114
Goat or kid skin leather - without hair on other than leather,4114
Leather - Chamois-dressed leather,4114
Leather - Metallised leather,4114
Leather - Patent laminated leather,4114
Leather - Patent leather,4114
Metallised Leather,4114
Patent leather and patent laminated leather,4114
Composition leather,4115
"Leather - Dust, leather",4115
"Leather - Dust, powder and flour",4115
"Leather - Flour, leather",4115
"Leather - Or composition leather: - parings and other waste of, not suitable for the manufacture of leather articles",4115
"Leather - Powder, leather",4115
Bridles,4201
Harness (for animals),4201
Leather - Harness and saddlery for animals,4201
Saddlery,4201
"Bags, designed for prolonged use, of leather, plastic, textile or paperboard",4202
"Bags, travelling, of leather, plastic sheeting, textile or paperboard",4202
Briefcases,4202
"Cases for spectacles, binoculars, cameras, musical instruments or guns",4202
Cosmetic cases - Other,4202
Document cases,4202
"Handbags, leather, plastic, sheeting, textile fabric or paperboard",4202
Hat boxes,4202
"Leather - Bags, handbags, pochettes",4202
"Leather - Or composition leather: - articles of, a kind used in machinery or mechanical appliances or for other technical uses",4202
Leather - Travel goods,4202
Mobile phones - Cases,4202
Music cases,4202
Musical instrument cases,4202
Needle - cases,4202
Plastics - Executive cases,4202
Pochettes,4202
"Pouches, leather, plastics or textile",4202
"Purses, leather, plastics or textile",4202
Rucksacks,4202
Satchels,4202
Suitcases,4202
"Tobacco pouches of leather, plastics or textile",4202
"Toilet - Cases of leather, plastics sheeting or textile",4202
"Tool cases of leather, vulcanised fibre, plastics sheeting, textile or paperboard",4202
"Trunks, travelling",4202
Vanity-cases,4202
"Wallets of leather, plastics or textile",4202
Apparel - Clothing - Leather,4203
Gloves - of furskin,4203
Gloves - of leather,4203
Leather - Clothing and accessories,4203
Leather - Or composition leather: - clothing accessories,4203
Ties - leather,4203
"Belts and belting, transmission or conveyor - Leather",4204
"Leather - Belting, machinery",4204
"Fancy goods, leather, other than bags, wallets, etc",4205
"Leather - Or composition leather: - articles of, not elsewhere specified or included",4205
"Luggage labels, leather",4205
Reading covers (for books) of leather,4205
Catgut,4206
"Gut, articles of",4206
"Cheetah skins, raw",4301
"Furskins, raw",4301
Goat or kid skin leather - with hair,4301
"Goat skins (Yemen, Mongolian and Tibetan) raw",4301
"Jaguar skins, raw",4301
"Kid skins (Yemen, Mongolian and Tibetan), raw",4301
"Leopard skins, raw",4301
"Mink skins, raw",4301
"Ocelot skins, raw",4301
"Otter skins, raw",4301
"Rabbit skins, raw",4301
"Skins - Fur, raw",4301
"Furskins ""dropped"" (""stranded"")",4302
"Furskins, tanned or dressed",4302
"Mink furskins, tanned or dressed",4302
Apparel - Clothing - Furskin,4303
Haversacks of furskin,4303
Muffs - of furskin,4303
Stoles (furskin),4303
Ties - furskin,4303
Robes,"4303, 6114, 6211"
"Apparel - Clothing - Fur, artificial ",4304
"Fur, artificial",4304
Furskin artificial,4304
"Chips, wood",4401
Faggots (fuel wood),4401
Fuel wood,4401
"Pulpwood, in the form of chips",4401
Sawdust,4401
Wood - Chips,4401
Wood - Fuel,4401
Wood - Waste,4401
"Charcoal, wood",4402
Wood - Charcoal,4402
"Logs, wood",4403
"Pitprops, wood",4403
"Pulpwood, other",4403
"Telegraphic poles, wood",4403
"Wood - Logs, other than fuel",4403
Wood - Roughly squared,4403
Chipwood,4404
"Fence posts, not sawn to length",4404
"Fencing post, wood, not sawn",4404
Hoopwood,4404
"Poles, split or pointed, wood",4404
"Sticks, wood, roughly trimmed",4404
Flour - Wood,4405
Wood - Flour,4405
Wood - Wool,4405
"Railway sleepers, wood",4406
"Sleepers, railway or tramway, of wood",4406
Pencil boards wood,"4407, 4408"
"Wood - Sawn lengthwise, sliced or peeled, whether or not planed","4407, 4408"
"Veneer sheets, wood",4408
"Beadings, wood",4409
Drawn wood,4409
"Mouldings, wood",4409
"Wood - Continuously shaped (tongued, grooved, etc)",4409
Wood - Drawn,4409
"Chipboard, wood (particle board)",4410
Flaxboard,4410
Wood - Chipboard (particle/board),4410
Wood - Particle board,4410
Particle boards,"4410, 4412"
Fibreboard,4411
Hardboard (fibreboard),4411
Medium board (wood),4411
Medium Density Fibreboard (MDF),4411
Softboard,4411
Wood - Fibreboard,4411
Battenboard,4412
Blockboard,4412
Laminated wood,4412
Laminboard,4412
Plywood,4412
Veneered particle board,4412
Wood - Blockboard,4412
Wood - Plywood,4412
Wood - Densified,4413
"Frames - Mirror, photograph and picture, wood",4414
"Boxes, wood",4415
Containers for conveyance or packing of goods - Fibreboard,4415
Containers for conveyance or packing of goods - Wood,4415
"Crates, wood",4415
"Drums, wood, for packing of goods",4415
"Packing cases, wood",4415
Pallets - Of wood,4415
"Barrels, wood",4416
"Buckets, wood",4416
Casks - Wood,4416
"Coopers' products, wood",4416
"Staves, wood, finished or unfinished",4416
"Tubs, wood",4416
"Vats, including fermenting vats without mechanical or cooling equipment - Wood",4416
"Broom handles, wood",4417
"Brush handles, wood",4417
"Handles, broom, brush and tool, of wood",4417
"Lasts, boot and shoe, wood",4417
"Tool handles, wood",4417
Tools - Wooden tools without metal working parts (see also machines and machinery),4417
Wood - Tools,4417
"Doors, wood",4418
"Frames - Door and window, wood",4418
"Panels, cellular wood",4418
"Parquet flooring panels, assembled, wood",4418
"Window frames, wooden",4418
Wood - Builders' joinery and carpentry,4418
Wood - Cellular panels,4418
"Fruit bowls, wood",4419
"Household utensils, wood",4419
"Kitchenware, wood",4419
"Tableware, wood",4419
Trays - For domestic use - Wooden,4419
Wood - Tableware and kitchenware,4419
Rolling-pins,"4419, 6911, 6912"
Nut-crackers,"4419, 8205"
"Cases, for cutlery, wood",4420
"Caskets, for jewellery, wood",4420
"Cigarette boxes, wood",4420
Inlaid wood,4420
"Marquetry, wood",4420
"Needlework boxes, wood",4420
"Ornaments, wood",4420
Wood - Marquetry,4420
Blinds - wood,4421
Bobbins - Of wood,4421
Coat hangers - Wood,4421
Coffins of wood,4421
Cops - Of wood,4421
Match splints,4421
"Paving blocks, of wood",4421
Rabbit-hutches,4421
"Reels, sewing thread, wood",4421
"Spools, of turned wood",4421
Trays - For office use - Wooden,4421
"Cork, natural - Unworked, crushed, granulated or ground",4501
"Cork, natural - Waste",4501
Waste - Cork,4501
"Cork, natural - In rectangular blocks, plates, sheets or strips",4502
Wallpaper - Faced with cork,"4502, 4504"
"Cork, natural - Articles of",4503
Stoppers - Natural cork,4503
Discs - For the manufacture of crown corks,"4503, 4504"
"Cork, agglomerated, including articles thereof",4504
Stoppers - Agglomerated cork,4504
Tiles - Agglomerated cork,4504
Plaits and similar products of plaitingmaterials,4601
Mats and matting - Of plaiting materials,"4601, 4602"
Basket work,4602
Envelopes - straw,4602
Gloves - of loofah,4602
Hampers (wicker etc),4602
Lobster pots,4602
Loofah articles,4602
Straw - Envelopes for bottles,4602
"Wickerwork articles, excluding furniture",4602
Pulp - Of wood,"4701, 4102, 4103, 4104, 4705"
Wood - Pulp,"4701, 4102, 4103, 4104, 4705"
Acetate pulp (wood pulp),4702
Bagasse pulp,4706
Cotton linter pulp,4706
Esparto pulp,4706
Pulp - Of cotton linter,4706
Pulp - Of esparto,4706
Pulp - Of recovered (waste and scrap)paper and paperboard,4706
Pulp - Of straw,4706
Pulp - Of vegetable fibre,4706
Straw - Pulp,4706
Waste - Paper and paperboard,4707
Newsprint,4801
"Paper and paperboard, other, in rolls or sheets - Newsprint (including bulk mechanical)",4801
"Paper and paperboard, other, in rolls or sheets - Duplicating paper",4802
"Paper and paperboard, other, in rolls or sheets - Hand-made",4802
"Paper and paperboard, other, in rolls or sheets - Photographic base paper for sensitising",4802
"Paper and paperboard, other, in rolls or sheets - Printing",4802
"Paper and paperboard, other, in rolls or sheets - Punched-card paper",4802
"Paper and paperboard, other, in rolls or sheets - Stencil base paper",4802
"Paper and paperboard, other, in rolls or sheets - Wallpaper base (NOT wallpaper - see 48.14)",4802
"Paper and paperboard, other, in rolls or sheets - Writing",4802
Wallpaper base,4802
"Paper and paperboard, other, in rolls or sheets - Kraft paper and paper board","4802, 4804"
"Paper and paperboard, specific types of articles - Kraft paper and paperboard - Machine glazed","4802, 4804"
"Paper and paperboard, specific types of articles - Kraft paper and paperboard - Other","4802, 4804"
"Paper and paperboard, specific types of articles - Typing paper","4802, 4823"
"Paper and paperboard, other, in rolls or sheets - Cellulose wadding",4803
"Paper and paperboard, other, in rolls or sheets - Tissue paper (other)",4803
Tissue - tissue stock,4803
Tissue - webs of cellulose fibres,4803
"Wadding, cellulose",4803
"Paper and paperboard, other, in rolls or sheets - Corrugated, creped or crinkled","4803, 4808"
"Paper and paperboard, other, in rolls or sheets - Embossed","4803, 4808"
"Paper and paperboard, other, in rolls or sheets - Perforated","4803, 4808"
"Paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - Other","4803, 4811"
"Paper and paperboard, other, in rolls or sheets - Condenser paper","4804, 4805"
"Paper and paperboard, other, in rolls or sheets - Wrapping and packing paper","4804, 4805"
Wrapping - Paper,"4804, 4805, 4811"
"Paper and paperboard, other, in rolls or sheets - Blotting paper",4805
"Paper and paperboard, other, in rolls or sheets - Electrical insulating pressboard (presspahn)",4805
"Paper and paperboard, other, in rolls or sheets - Felt paper and felt board",4805
"Paper and paperboard, other, in rolls or sheets - Filter paper and paperboard",4805
"Paper and paperboard, other, in rolls or sheets - Folding box board",4805
"Paper and paperboard, other, in rolls or sheets - Semi-chemical fluting paper",4805
"Paper and paperboard, other, in rolls or sheets - Test liner and liner board",4805
"Paper and paperboard, other, in rolls or sheets - Uncoated paper and paperboard",4805
"Paper and paperboard, other, in rolls or sheets - Waste based fluting",4805
"Paper and paperboard, other, in rolls or sheets - Wood pulp board",4805
"Paper and paperboard, other, in rolls or sheets - Woollen paper and woollen board",4805
Greaseproof paper,4806
"Paper and paperboard, other, in rolls or sheets - Glazed transparent (glassine)",4806
"Paper and paperboard, other, in rolls or sheets - Greaseproof and imitation greaseproof",4806
"Paper and paperboard, other, in rolls or sheets - Parchment and imitation parchment",4806
"Paper and paperboard, other, in rolls or sheets - Tracing paper",4806
Tracing paper,4806
"Paper and paperboard, other, in rolls or sheets - Composite paper or paperboard",4807
"Paper and paperboard, other, in rolls or sheets - Strawboard, composite",4807
Carbon paper,"4809, 4816"
"Paper and paperboard, general categories - Carbon paper, (similar copying paper) and stencils","4809, 4816"
"Paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - Carbon paper, and similar copying paper, duplicator stencil paper","4809, 4816"
"Paper and paperboard, specific types of articles - Carbon and copying paper","4809, 4816"
"Paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - Coated with kaolin or other inorganic substances",4810
"Paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - Coated, or impregnated with plastics",4811
"Paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - Tarred, bituminised or asphalted",4811
"Paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - Wax, paraffin wax, stearin, oil or glycerol",4811
"Paper and paperboard, specific types of articles - Tape, self-adhesive (pressure sensitive)paper based","4811, 4823"
"Tape - Self-adhesive (pressure sensitive), paper-based","4811, 4823"
"Paper and paperboard, general categories - Filter blocks, slabs and plates",4812
"Paper and paperboard, general categories - Cigarette paper (whether or not cut to size)",4813
"Paper and paperboard, other, in rolls or sheets - Cigarette paper",4813
"Paper and paperboard, specific types of articles - Plug wrap",4813
Borders (decoration of paper),4814
"Paper and paperboard, general categories - Wallpaper and lincrusta",4814
Vinyl wall coverings (paper backed),4814
"Wall coverings - Of plaiting material, (paper-backed)",4814
"Wallpaper, including washable wallpaper",4814 
"Floor coverings, paper based",4815
"Paper and paperboard, general categories - Floor coverings (on a base of paper)",4815
"Paper and paperboard, specific types of articles - Stencils, duplicator",4816
"Paper and paperboard, specific types of articles - Transfer papers (cut to size)",4816
Stencils (paper),4816
Envelopes - paper,4817
"Paper and paperboard, general categories - Envelopes, plain postcards, etc",4817
"Paper and paperboard, specific types of articles - Compendiums (writing)",4817
"Paper and paperboard, specific types of articles - Envelopes",4817
"Paper and paperboard, specific types of articles - Stationery (paper)","4817, 4820, 4823"
Stationery - Paper,"4817, 4820, 4823"
Cleansing tissues,4818
Gloves - of paper,4818
"Handkerchiefs, paper",4818
"Paper and paperboard, specific types of articles - Handkerchiefs",4818
"Paper and paperboard, specific types of articles - Napkins and liners, for babies",4818
"Paper and paperboard, specific types of articles - Sanitary towels of cellulose wadding",4818
"Paper and paperboard, specific types of articles - Serviettes",4818
"Paper and paperboard, specific types of articles - Toilet paper (in cut sheets or rolls)",4818
"Paper and paperboard, specific types of articles - Towels",4818
"Sanitary towels, of cellulose wadding",4818
"Serviettes, paper",4818
Tissue - facial,4818
"Towels, paper",4818
"Towels, sanitary of cellulose wadding",4818
"Bags, paper",4819
"Boxes, paper and paperboard",4819
Cartons,4819
Packets,4819
"Paper and paperboard, general categories - Boxes, bags and other packing containers",4819
"Paper and paperboard, general categories - Storage boxes and similar articles",4819
"Paper and paperboard, specific types of articles - Bags and boxes",4819
"Paper and paperboard, specific types of articles - Box files",4819
Account books,4820
Address books,4820
Advertising materials - Diaries,4820
Albums,4820
Binders - of paper or paperboard,4820
Diaries,4820
File covers - paper or paperboard,4820
Folders - Paper or cardboard,4820
"Paper and paperboard, general categories - Registers, exercise and similar books, file covers etc",4820
"Paper and paperboard, general categories - Writing blocks, memorandum pads, etc",4820
"Paper and paperboard, specific types of articles - Albums",4820
"Paper and paperboard, specific types of articles - Blotting pads",4820
"Paper and paperboard, specific types of articles - Diaries",4820
"Paper and paperboard, specific types of articles - Exercise books",4820
"Paper and paperboard, specific types of articles - Memorandum blocks",4820
"Paper and paperboard, specific types of articles - Registers, account books and the like",4820
"Paper and paperboard, general categories - Labels, whether or not printed or gummed",4821
Bobbins - Of paper,4822
Cops - Of paper,4822
"Paper and paperboard, general categories - Bobbins, spools, cops, etc",4822
"Spools, of paper",4822
Cards - For punched-card machines,4823
"Cases, paper, crimped",4823
"Cups, paper",4823
Dress patterns - Paper,4823
"Paper and paperboard, specific types of articles - Condenser paper (cut to size or shape)",4823
"Paper and paperboard, specific types of articles - Cups",4823
"Paper and paperboard, specific types of articles - Disposable catering paperware",4823
"Paper and paperboard, specific types of articles - Dress patterns",4823
"Paper and paperboard, specific types of articles - Fans and hand screens",4823
"Paper and paperboard, specific types of articles - Paper in strips or rolls for office machines",4823
"Paper and paperboard, specific types of articles - Plates",4823
"Paper and paperboard, specific types of articles - Punched cards, tapes, etc",4823
"Paper and paperboard, specific types of articles - Writing paper (cut to size)",4823
"Plates, paper",4823
Profiles - Paper,4823
Books - Other printed,4901
"Brochures, booklets, etc printed - Other",4901
Dictionaries,4901
Directories,4901
Encyclopaedias in paper form,4901
"Leaflets, pamphlets etc, printed - Other",4901
"Pamphlets, leaflets, etc, printed - Other",4901
Travel literature,"4901, 4911"
Typescripts,"4901, 4911"
"Illustrated newspapers, journals and periodicals",4902
Journals,4902
Newspapers,4902
Periodicals,4902
"Books - Childrens' picture, drawing or colouring",4903
"Painting books, childrens'",4903
"Picture books, childrens'",4903
"Music, printed",4904
Atlases,4905
Charts,4905
Geographical charts and maps,4905
Geological surveys,4905
"Globes, printed",4905
Maps,4905
Topographical plans,4905
Architectural plans and drawings,4906
"Drawings, industrial, architectural, etc",4906
Engineering plans and drawings,4906
Manuscripts,4906
Plans,4906
Banknotes,4907
"Bond, share and stock certificates",4907
Cheque books,4907
Currency notes,4907
Documents of title,4907
"Postage or revenue stamps, stamp-postmarks, first-day covers postal stationery (stamped paper), and the like, used - Unless those of heading",4907
Postage stamps,4907
Revenue stamps,4907
"Share, stock and bonded certificates",4907
Stamp impressed paper,4907
"Stamps, postage, revenue etc",4907
"Stock, share and bond certificates",4907
Decalcomanias,4908
Transfers (decalcomanias),4908
Birthday cards,4909
"Cards - Pictorial, greeting and picture postcards",4909
Christmas cards,4909
Greetings cards,4909
Picture postcards,4909
"Postcards, picture",4909
Advertising materials - Printed matter,"4909, 4910, 4911"
"Calendars of any kind, printed",4910
"Brochures, booklets, etc printed - Advertising material",4911
Catalogues,4911
Designs (printed matter),4911
